rank,manga_name,autors,chapters_published,status,reading_type
2072,Evil Heart,"Taketomi, Tomo (Story & Art)",28,Ongoing,Right to Left
2073,Not Lives,KARASUMA Wataru,53,Ongoing,Right to Left
2074,Kokoro Connect,ANDA Sadanatsu,8,Ongoing,Right to Left
2075,Shakugan no Shana,"Ito, Noizi (Art), Takahashi, Yashichiro (Story)",68,Ongoing,Right to Left
2076,Haipoji HIGH POSITION,KIRA Takashi,1,Ongoing,Right to Left
2077,Exciting Feelings,Ssamba,63,Ongoing,Left to Right
2078,Utsurowazarumono - Breath of Fire IV,"Ichimura, Hitoshi (Story & Art)",27,Completed,Right to Left
2079,Ookiku Furikabutte,"Higuchi, Asa (Story & Art)",204,Ongoing,Right to Left
2080,Black Jack no Yuuwaku,Emma Darcy,4,Completed,Right to Left
2081,Working,"Takatsu, Karino (Story & Art)",252,Ongoing,Right to Left
2082,ib - Instant Bullet,AKASAKA Aka,25,Ongoing,Right to Left
2083,Amanchu!,"Amano, Kozue (Story & Art)",73,Ongoing,Right to Left
2084,Paradise City,LEE Nicky,9,Ongoing,Right to Left
2085,Guarding,BUDDY,53,Ongoing,Right to Left
2086,Slayers - The Hourglass of Falces,No Sensei,4,Ongoing,Right to Left
2087,Touhou Sangetsusei: Strange and Bright Nature Deity,ZUN,25,Completed,Right to Left
2088,Ai wo Utau Yori Ore ni Oborero,SHINJO Mayu,5,Ongoing,Manga
2089,Shin Getter Robo,"ISHIKAWA Ken, NAGAI Go",9,Ongoing,Right to Left
2090,YM,"Yamada, Fuutarou (Story), Segawa, Masaki (Art)",100,Completed,Right to Left
2091,Princess Resurrection,"Mitsunaga, Yasunori (Story & Art)",87,Ongoing,Right to Left
2092,K-ON! Shuffle,Kakifly,49,Ongoing,Right to Left
2093,Mitama Security: Spirit Busters,Hatomune Tsurun,47a,Ongoing,Right to Left
2094,Noah's Notes ,Ikezawa Haruto,22,Ongoing,Right to Left
2095,Kaikisen,"Kon, Satoshi (Story & Art)",6,Completed,Right to Left
2096,Piano no Mori,"Isshiki, Makoto (Story & Art)",241,Ongoing,Right to Left
2097,The Seven Deadly Sins Side Story: The Young Girl's Unbearable Dream,SUZUKI Nakaba,2,Completed,Right to Left
2098,Kemonohito Kareshi no Dokusenyoku,Touno Umi,1,Ongoing,Right to Left
2099,Kaikan Phrase,Shinjo Mayu (Story & Art),82,Completed,Right to Left
2100,Dead Days,DEY,62,Ongoing,Left to Right
2101,Kiben Gakuha Yotsuya Sensei no Kaidan,No Sensei,19,Ongoing,Right to Left
2102,Shitsuren Chocolatier,MIZUSHIRO Setona,8,Ongoing,Right to Left
2103,Sensei Lock On!,SHINDO Arashi,31,Ongoing,Right to Left
2104,Fury,Tang Jia San Shao,47,Ongoing,Right to Left
2105,Ni Xi Ba Mo Wang!,Fei Fei,43,Ongoing,Right to Left
2106,Mercenary Maruhan,KIM Sung-Jae,78,Ongoing,Left to Right
2107,Infinite Stratos Black Bunny/White Bitter,YUMIZURU Izuru,1,Ongoing,Right to Left
2108,Rock Lee's Springtime of Youth,KENJI Taira (Story & Art),39,Ongoing,Right to Left
2109,Halloween Detective: Oz Williams,CHITOSE Ame,10,Ongoing,Right to Left
2110,"Gojikanme no Sensou - Home, Sweet Home!",Yuu,14,Ongoing,Right to Left
2111,Light Wing,SHINKAI Hideo (Story & Art),19,Ongoing,Right to Left
2112,Hadashi De Bara Wo Fume,"Yuuhi, Ryuu",55,Ongoing,Right to Left
2113,Adventure Boys,No Sensei,1,Ongoing,Right to Left
2114,Kagerou Nostalgia,"Kubo, Satomi  (Story & Art)",15,Ongoing,Right to Left
2115,Aletheia,CIU,13,Ongoing,Left to Right
2116,Tantei Gakuen Q Premium,Satou Fumiya,1,Ongoing,Right to Left
2117,Hitoribocchi no Chikyuu Shinryaku,OGAWA Maiko,78,Ongoing,Right to Left
2118,Chimoguri Ringo to Kingyobachi Otoko,ABE Youichi,21e,Ongoing,Right to Left
2119,Jiraishin,"Takahashi, Tsutomu (Story & Art)",72,Completed,Right to Left
2120,The Memorandum of Kyoko Okitegami,NISHIO Ishin,15,Ongoing,Right to Left
2121,Hidamari no Ki,TEZUKA Osamu,64,Completed,Right to Left
2122,Tetsugaku Letra,SAHARA Mizu,27,Ongoing,Right to Left
2123,The End of Elysion,Hasumi Natsume,16,Ongoing,Right to Left
2124,Don't Cry Maou-chan,Enchi,40,Ongoing,Right to Left
2125,Pochi Kuro,MATSUMOTO Naoya,42,Ongoing,Right to Left
2126,Kaitou Joker,TAKAHASHI Hideyasu,77,Ongoing,Right to Left
2127,DRAGON ZAKURA 2,Mita Norifusa,2,Ongoing,Right to Left
2128,Un-Go - Ingaron,AIKAWA Shou,7,Ongoing,Right to Left
2129,Umisho,"Hattori, Mitsuru (Story & Art)",130,Ongoing,Right to Left
2130,Megane x Parfait!,SATOU Nanki,5,Completed,Right to Left
2131,Kenketsu Rush,AMAHARA Fuon (Story & Art),11,Ongoing,Right to Left
2132,Kiken Mania,NANAJIMA Kana,11,Ongoing,Right to Left
2133,Super Robot Taisen OG - Divine Wars - Record of ATX,SR Produce Team,4,Ongoing,Right to Left
2134,Iya da nante Iwasenai,NANAJIMA Kana,5,Completed,Right to Left
2135,Delinquent Cinderella,HWANG Mi-Ri,31,Ongoing,Left to Right
2136,Claymore Last Scene,YAGI Norihiro,1,Ongoing,Right to Left
2137,He Was Cool,GUI Yeoni,18,Completed,Left to Right
2138,Sanctuary,"Buronson (Story), IKEGAMI Ryoichi (Art)",14,Completed,Right to Left
2139,Yume de Aetara,"Yamahana, Noriyuki (Story & Art)",143,Completed,Right to Left
2140,Shirobako: Ueyama Koukou Animation Doukoukai,Sugihara Kenji,5,Ongoing,Right to Left
2141,Blood-C,"CLAMP, KOTONE Ranmaru",14,Ongoing,Right to Left
2142,Pen to Chocolate,NEMU Youko,21,Completed,Right to Left
2143,Toshiue no Hito.,ODAWARA Mizue,1,Completed,Right to Left
2144,Blazing Transfer Student,SHIMAMOTO Kazuhiko,118,Ongoing,Right to Left
2145,Wahhaman,ASARI Yoshitoo,16,Completed,Right to Left
2146,Black Feather Love Song,Sa Manhua,2,Ongoing,Right to Left
2147,Let Dai,Woon Soo-yeon,15,Completed,Left to Right
2148,Higurashi no Naku Koro ni - Minagoroshi,Ryukishi07 (Story),25,Ongoing,Right to Left
2149,CROWS RESPECT,Tetsuhiro Hirakawa,8,Ongoing,Right to Left
2150,Sugarless (HOSOKAWA Masami),HOSOKAWA Masami,108,Ongoing,Right to Left
2151,Cloth Weaver,AKAI Masayuki,1,Ongoing,Right to Left
2152,Psycho Buster,"Aoki, Yuya (Story), Nao, Akinori (Art)",32,Completed,Right to Left
2153,Gegege no Kitarou,MIZUKI Shigeru,51,Completed,Right to Left
2154,Gyon-Woo & Jik-Nyu,Yuria,34,Ongoing,Left to Right
2155,Chobits,"Ohkawa Ageha, Clamp",88,Completed,Right to Left
2156,Buraiden Gai,"Fukumoto, Nobuyuki (Story & Art)",38,Completed,Right to Left
2157,Ruu no Rakuen,TSUKISHIMA Sango,3,Completed,Right to Left
2158,Mei no Maiden,Gakukirio,14,Ongoing,Right to Left
2159,Kanojo ga Flag o Oraretara,TAKEI Touka,27,Ongoing,Right to Left
2160,Isekai Goumon Hime,AYASATO Keishi,15,Ongoing,Right to Left
2161,Seiheki Strike,Mishima Kazuhiko,3,Ongoing,Right to Left
2162,Kotonoba Drive,ASHINANO Hitoshi,35,Ongoing,Right to Left
2163,Kindaichi Case Files: Legendary Vampire Murders,AMAGI Seimaru,8,Completed,Right to Left
2164,Crazy Neighbors,???,1,Ongoing,Right to Left
2165,Cobra: The Space Pirate,Terasawa Buichi,28,Ongoing,Right to Left
2166,Chibi Devil!,SHINOZUKA Hiromu,7,Ongoing,Right to Left
2167,Mazinger Z,"Nagai, Go (Story & Art)",23,Ongoing,Right to Left
2168,Tobaku Haouden Rei: Gyankihen,FUKUMOTO Nobuyuki,88,Completed,Right to Left
2169,Heads,"HIGASHINO Keigo (Story), MASE Motoro (Art)",36,Completed,Right to Left
2170,Arago,ARAI Takahiro (Story & Art),85,Ongoing,Right to Left
2171,The World God Only Knows - On the Train,WAKAKI Tamiki,14,Ongoing,Right to Left
2172,Muvluv Unlimited,HIROKAWA Tomo (Story & Art),30,Completed,Right to Left
2173,Kyou no Asuka Show,No Sensei,6,Ongoing,Right to Left
2174,Mirai Nikki Paradox,ESUNO Sakae,5,Completed,Right to Left
2175,Tokyo Mew Mew a La Mode,IKUMI Mia,12,Completed,Right to Left
2176,"Koyoi, Kimi to Kiss no Chigiri o",AIKAWA Saki,8,Ongoing,Right to Left
2177,Bloody Monday Season 2,No Sensei,68,Ongoing,Right to Left
2178,Shinigamihime no Saikon,ONOGAMI Meiya,15,Completed,Right to Left
2179,Yama Fu-Tang,"YAMADA Fuutarou (Story), SEGAWA Masaki (Art)",6,Ongoing,Right to Left
2180,Ghost in the Shell ARISE,FUJISAKU Junichi,6,Completed,Right to Left
2181,Absorb: Ability,YONEYAMA Setsuko,8,Completed,Right to Left
2182,Dasadanan,Herb Mandu,31,Ongoing,Manhwa
2183,Flawless,Shinshinhye,134,Ongoing,Manhwa
2184,"Museum - ""The Serial Killer Is Laughing in the Rain""",TOMOE Ryousuke,4,Ongoing,Right to Left
2185,Fairy Tail - Blue Mistral - Wendel's Adventure,WATANABE Rui,1,Ongoing,Right to Left
2186,Mitsudomoe,SAKURAI Norio (Story & Art),239,Ongoing,Right to Left
2187,Blood+ A,SUEKANE Kumiko (Story & Art),2,Completed,Right to Left
2188,Wannin!,HOONOKI Sora,4,Ongoing,Right to Left
2189,Issho ni Neyou yo,TAKAO Shigeru,35,Ongoing,Right to Left
2190,Legend of the Sun Knight,Yu Wo,20,Ongoing,Left to Right
2191,Brave 10,SHIMOTSUKI Kairi,47,Completed,Right to Left
2192,Lock On!,"Tsuchida, Kenta (Story & Art)",18,Completed,Right to Left
2193,Baoh,ARAKI Hirohiko,9,Completed,Right to Left
2194,The Bride of the Water God,"Yoon, Mi-Kyung (Story & Art)",156,Ongoing,Left to Right
2195,Kindred Spirits on the Roof dj - Recipes for Two,Peg,1,Ongoing,Right to Left
2196,T.R.A.P.,YAMATOYA Eco,49,Ongoing,Right to Left
2197,Date Bashira,SHIMOTSUKI Kairi,1,Ongoing,Right to Left
2198,Saiyuki,"Minekura, Kazuya (Story & Art)",55,Completed,Right to Left
2199,Ito Junji's Cat Diary,ITOU Junji,10,Ongoing,Right to Left
2200,Devilman Tai Yami no Teiou,NAGAI Go,17,Ongoing,Right to Left
2201,Blue Dragon Ral Grado,"Obata, Takeshi (Art), Takano, Tsuneo (Story)",29,Completed,Right to Left
2202,1001,SUGISAKI Yukiru,23,Ongoing,Right to Left
2203,Valkyria Chronicles,KITO En (Story & Art),10,Ongoing,Right to Left
2204,Hayachine!,FUKUMORIDA Aiko,34,Ongoing,Right to Left
2205,Average Adventures of an Average Girl,Lallirrr,58,Ongoing,Left to Right
2206,Oouso Swing,TSUJITA Ririko,5,Ongoing,Right to Left
2207,Shirogane no Nina,Itokatsu,104,Ongoing,Right to Left
2208,Full Metal Wing,Chorong,31,Ongoing,Left to Right
2209,Tatoe Hai ni Natte mo,ONIYAZU Kakashi,17,Ongoing,Right to Left
2210,Youko x Boku SS,FUJIWARA Cocoa,49,Ongoing,Right to Left
2211,"Classmate, Kamimura Yuuka wa Kou Itta",SAKURAI Tsutsushi,29,Ongoing,Right to Left
2212,Marmalade Boy Little,YOSHIZUMI Wataru,27,Ongoing,Right to Left
2213,Setsuna Graffiti,KINO Hinoki,16,Ongoing,Right to Left
2214,Heart no Kuni no Alice - My Fanatic Rabbit,QuinRose,7,Ongoing,Right to Left
2215,School Days,"Overflow (Story), SAKAZUKI Homare (Art)",12,Completed,Right to Left
2216,360 Degrees Material,MINAMI Touko,24,Ongoing,Right to Left
2217,Blazer Drive,"Kishimoto, Seishi (Story & Art)",34,Completed,Right to Left
2218,POCKET MONSTER KIN GIN: GOLDEN BOYS,No Sensei,1,Ongoing,Right to Left
2219,Hakoniwa Oukoku no Souzoushu-sama,Nanamomo Rio,33e,Ongoing,Right to Left
2220,Sensei!,KAWAHARA Kazune,84,Completed,Right to Left
2221,Kuroko no Basuke - Replace Plus,"Fujimaki Tadatoshi, Hirabayashi Sawako",40e,Ongoing,Right to Left
2222,Annarasumanara,HA Il-Kwon,27,Completed,Left to Right
2223,Orange (TAKANO Ichigo),TAKANO Ichigo,33,Ongoing,Right to Left
2224,Worst Gaiden,"Takahashi, Hiroshi (Story & Art)",6,Completed,Right to Left
2225,LovePlus: Manaka Days,AKITSU Mikami,6,Ongoing,Right to Left
2226,Boku wa Konomama Kaeranai,"Uchida, Kazuna (Story & Art)",13,Completed,Right to Left
2227,Hourou Musuko,"Shimura, Takako (Story & Art)",123,Ongoing,Right to Left
2228,Makai Ouji-Devils and Realist,"Takadono, Madoka (Story), Yukihiro, Utako  (Art)",92,Ongoing,Right to Left
2229,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,Ryukishi 07,38,Ongoing,Right to Left
2230,Sword Art Online - Girls Ops,KAWAHARA Reki,47,Ongoing,Right to Left
2231,Omukae Shibuya-kun,Mitsuno Makoto,31,Ongoing,Right to Left
2232,Ore ga... Yuri!?,Satoru,2,Ongoing,Right to Left
2233,Jigoku Shoujo,ETOO Miyuki,3,Ongoing,Right to Left
2234,Atsuize Pen-chan,FUKUMOTO Nobuyuki,20,Completed,Right to Left
2235,14-sai no Koi,MIZUTANI Fuka,51,Ongoing,Right to Left
2236,Hatsukoi Limited,Kawashita Mizuki,32,Completed,Right to Left
2237,Devilman,NAGAI Go,5,Completed,Right to Left
2238,Tsuki to Himawari,TANAKA Meca,1,Ongoing,Right to Left
2239,Nobunaga Kyousoukyoku,ISHII Ayumi,70,Ongoing,Right to Left
2240,Durarara!! - Re; Dollars Hen,Narita Ryohgo,85,Ongoing,Right to Left
2241,The Crawling City,R. Merryweather,5,Ongoing,Right to Left
2242,Gyakuten Kenji,KURODA Kenji,25,Ongoing,Right to Left
2243,Orange Yane no Chiisana Ie,"Yamahana, Noriyuki (Story & Art)",64,Completed,Right to Left
2244,Kanojo wo Mamoru 51 no Houhou,"Furuya, Usamaru (Story & Art)",49,Completed,Right to Left
2245,Ao no Binetsu,SHIINA Chika,1,Ongoing,Right to Left
